index,date,open,high,low,close,volume
6389,2012-03-16,10.5832,10.7432,10.3432,10.6143,18913416.0
6390,2012-03-19,11.0707,11.1921,10.7379,11.1682,31650160.0
6391,2012-03-20,11.1114,11.3754,10.4861,11.3418,28873489.0
6392,2012-03-21,11.2268,11.4736,11.1793,11.2182,22272427.0
6393,2012-03-22,11.0496,11.2896,10.9693,11.1054,22095841.0
6394,2012-03-23,11.1464,11.1932,10.9289,10.9879,15216789.0
6395,2012-03-26,11.1214,11.3689,10.9596,11.3557,17195036.0
6396,2012-03-27,11.3496,11.7104,11.3454,11.6461,21477276.0
6397,2012-03-28,11.7854,11.895,11.4971,11.7582,23153951.0
6398,2012-03-29,11.5854,11.7204,11.3871,11.4811,21099577.0
6399,2012-03-30,11.4421,11.5061,11.0554,11.1129,25766741.0
6400,2012-04-02,11.1943,11.7993,11.1425,11.7943,21195261.0
6401,2012-04-03,12.1039,12.2793,11.9329,12.1761,29658352.0
6402,2012-04-04,11.9986,12.0525,11.7361,11.9971,20146150.0
6403,2012-04-05,12.0925,12.3668,11.9646,12.3318,22784225.0
6404,2012-04-09,12.0621,12.5518,12.0325,12.4229,21230393.0
6405,2012-04-10,12.555,12.7004,12.0575,12.1446,31555681.0
6406,2012-04-11,12.4218,12.4457,11.9625,12.0646,24749920.0
6407,2012-04-12,12.0218,12.2479,11.8611,11.9421,21746783.0
6408,2012-04-13,11.99,12.0111,11.2543,11.3157,30541381.0
6409,2012-04-16,11.4882,11.4961,10.3521,10.4193,37345204.0
6410,2012-04-17,10.3768,11.4861,10.1257,11.4754,36263222.0
6411,2012-04-18,11.6189,11.8521,11.2257,11.4268,33833839.0
6412,2012-04-19,11.1368,11.2979,10.5761,10.7079,27782816.0
6413,2012-04-20,10.8211,10.9368,10.0725,10.1639,36396709.0
6414,2012-04-23,10.0793,10.2957,9.5796,10.1182,34356921.0
6415,2012-04-24,9.7936,9.975,9.5218,9.7104,32093202.0
6416,2012-04-25,11.6871,11.7718,11.3432,11.4861,32164585.0
6417,2012-04-26,11.6386,11.6536,11.205,11.4039,18935027.0
6418,2012-04-27,11.31,11.3496,11.1468,11.2361,14399693.0
6419,2012-04-30,11.0504,11.0718,10.5218,10.5568,17860973.0
6420,2012-05-01,10.5896,11.0132,10.4586,10.4907,21668674.0
6421,2012-05-02,10.4232,10.6789,10.3739,10.6282,15183387.0
6422,2012-05-03,10.7896,10.8218,10.4254,10.4796,13739505.0
6423,2012-05-04,10.3104,10.3561,9.885,9.8879,18752364.0
6424,2012-05-07,9.7539,10.1564,9.7443,10.0389,16387245.0
6425,2012-05-08,10.0425,10.1111,9.655,9.9925,17674209.0
6426,2012-05-09,9.8325,10.1993,9.7307,10.0282,17045096.0
6427,2012-05-10,10.2211,10.2675,10.0018,10.0761,11742281.0
6428,2012-05-11,9.8789,10.2171,9.8557,9.94,14182292.0
6429,2012-05-14,9.7921,9.9686,9.6146,9.6368,12510803.0
6430,2012-05-15,9.7521,9.8154,9.4057,9.4564,16938245.0
6431,2012-05-16,9.4879,9.5893,9.0232,9.2029,19899741.0
6432,2012-05-17,9.1757,9.2539,8.6332,8.6332,25364722.0
6433,2012-05-18,8.7704,9.1079,8.3496,8.6425,25937677.0
6434,2012-05-21,8.7896,9.7554,8.7736,9.7461,22281521.0
6435,2012-05-22,10.0414,10.1961,9.4354,9.5921,24717703.0
6436,2012-05-23,9.6111,10.1575,9.4586,10.0775,20587044.0
6437,2012-05-24,10.2671,10.2896,9.7443,9.8904,17631778.0
6438,2012-05-25,9.8643,9.9093,9.6457,9.7821,11669061.0
6439,2012-05-29,10.0896,10.2004,9.89,10.1386,13464166.0
6440,2012-05-30,10.0289,10.4143,9.9346,10.385,18798659.0
6441,2012-05-31,10.4411,10.4682,10.1096,10.3336,17280851.0
6442,2012-06-01,10.0275,10.1521,9.7189,9.7357,18494664.0
6443,2012-06-04,9.7539,9.9682,9.2896,9.8536,19754906.0
6444,2012-06-05,9.7457,9.9314,9.6407,9.8014,13798208.0
6445,2012-06-06,9.9779,10.195,9.8968,10.1096,14245285.0
6446,2012-06-07,10.3179,10.3189,10.0754,10.1189,13480672.0
6447,2012-06-08,10.1146,10.4354,10.0218,10.4261,12217633.0
6448,2012-06-11,10.6904,10.7182,10.08,10.0993,20940058.0
6449,2012-06-12,10.2168,10.2939,9.9396,10.2775,15377065.0
6450,2012-06-13,10.2189,10.3604,10.0711,10.1346,10117134.0
6451,2012-06-14,10.1018,10.1825,9.9596,10.1121,12254015.0
6452,2012-06-15,10.0932,10.2225,10.0414,10.205,11418748.0
6453,2012-06-18,10.0918,10.6964,10.0707,10.6211,15506726.0
6454,2012-06-19,10.5361,10.7718,10.5254,10.6793,12813489.0
6455,2012-06-20,10.7079,10.745,10.4432,10.6196,12706191.0
6456,2012-06-21,10.6089,10.7082,10.3232,10.3314,11549648.0
6457,2012-06-22,10.3804,10.4929,10.2511,10.4896,9660953.0
6458,2012-06-25,10.3182,10.4075,10.0707,10.0846,10797549.0
6459,2012-06-26,10.105,10.2179,9.9621,10.1296,9800576.0
6460,2012-06-27,10.2361,10.2982,10.1261,10.2182,7222796.0
6461,2012-06-28,10.1171,10.2004,9.9007,10.0236,10013701.0
6462,2012-07-02,10.5836,10.8957,10.5432,10.8618,14186051.0
6463,2012-07-03,10.9461,11.1289,10.9146,11.1079,8625608.0
6464,2012-07-05,11.1489,11.6411,11.1164,11.4839,17186072.0
6465,2012-07-06,11.3821,11.4304,11.1854,11.3389,14906219.0
6466,2012-07-09,11.3182,11.6254,11.2757,11.625,13471926.0
6467,2012-07-10,11.7707,11.8386,11.3186,11.4221,18165175.0
6468,2012-07-11,11.3475,11.4025,11.0296,11.2871,16617613.0
6469,2012-07-12,11.1375,11.2529,10.8675,11.0896,15239351.0
6470,2012-07-13,11.2343,11.3857,11.1289,11.3064,11062114.0
6471,2012-07-16,11.3118,11.5439,11.3082,11.3757,10661257.0
6472,2012-07-17,11.5143,11.5396,11.2414,11.3768,10429507.0
6473,2012-07-18,11.3643,11.4268,11.2561,11.3525,8799789.0
6474,2012-07-19,11.5318,11.6771,11.3432,11.6404,15496417.0
6475,2012-07-20,11.5943,11.6446,11.2611,11.2825,14030992.0
6476,2012-07-23,10.9289,11.3396,10.69,11.2657,17317457.0
6477,2012-07-24,11.3925,11.4746,11.0757,11.1618,15481042.0
6478,2012-07-25,10.2168,10.4432,10.0575,10.235,31250167.0
6479,2012-07-26,10.4061,10.4289,10.0704,10.2318,14467071.0
6480,2012-07-27,10.2364,10.6229,10.1143,10.5989,14335922.0
6481,2012-07-30,10.8046,11.1089,10.6939,10.9514,13464349.0
6482,2012-07-31,11.2443,11.5468,11.2261,11.5132,16362464.0
6483,2012-08-01,11.6968,11.7146,11.2361,11.3721,13685396.0
6484,2012-08-02,11.2304,11.5107,11.1379,11.4071,11142125.0
6485,2012-08-03,11.6157,11.7711,11.5418,11.6896,12186234.0
6486,2012-08-06,11.7464,12.0168,11.6739,11.9343,10759421.0
6487,2012-08-07,11.9421,12.0218,11.7732,11.8757,10348051.0
6488,2012-08-08,11.8214,11.9818,11.7396,11.8382,8676148.0
6489,2012-08-09,11.8611,11.9996,11.8593,11.9639,7840259.0
6490,2012-08-10,11.8918,12.0007,11.8914,11.9986,6929456.0
6491,2012-08-13,12.0589,12.295,12.0539,12.295,9884385.0
6492,2012-08-14,12.3618,12.6025,12.3025,12.3554,12084206.0
6493,2012-08-15,12.3414,12.4379,12.2146,12.3246,9148419.0
6494,2012-08-16,12.3382,12.5364,12.3129,12.5214,9040252.0
6495,2012-08-17,12.6521,12.9446,12.6096,12.9418,15683848.0
6496,2012-08-20,13.0096,13.5504,13.0057,13.5504,21807417.0
6497,2012-08-21,13.7529,13.8979,13.0211,13.2257,28806279.0
6498,2012-08-22,13.1671,13.6879,12.9418,13.6832,20091618.0
6499,2012-08-23,13.5846,13.72,13.4075,13.4604,14934753.0
6500,2012-08-24,13.3489,13.705,13.2075,13.4814,15249541.0
6501,2012-08-27,14.0804,14.1118,13.85,13.9264,15150681.0
6502,2012-08-28,13.9011,13.9414,13.7475,13.895,9477019.0
6503,2012-08-29,13.9111,13.9975,13.8164,13.8471,7181017.0
6504,2012-08-30,13.7464,13.7789,13.4682,13.5043,10536301.0
6505,2012-08-31,13.6254,13.6736,13.2682,13.5536,11913095.0
6506,2012-09-04,13.5721,13.9071,13.5271,13.9011,13090385.0
6507,2012-09-05,13.9225,13.9504,13.7093,13.7318,11965453.0
6508,2012-09-06,13.8368,14.0196,13.7521,13.9475,13882778.0
6509,2012-09-07,14.0111,14.1693,13.9296,14.0964,11651332.0
6510,2012-09-10,14.0968,14.1982,13.4414,13.4643,17157880.0
6511,2012-09-11,13.5489,13.7271,13.2414,13.3875,17932537.0
6512,2012-09-12,13.6111,13.72,13.2236,13.7161,25161970.0
6513,2012-09-13,13.9868,14.2771,13.8939,14.1871,21258553.0
6514,2012-09-14,14.4361,14.6871,14.3625,14.4836,21314633.0
6515,2012-09-17,14.7718,14.7879,14.6025,14.7871,13832452.0
6516,2012-09-18,14.7907,14.8782,14.6671,14.8632,13127569.0
6517,2012-09-19,14.8043,14.9375,14.7796,14.87,11561454.0
6518,2012-09-20,14.765,14.7971,14.5671,14.7486,11936829.0
6519,2012-09-21,14.8811,14.9761,14.7721,14.7982,19195495.0
6520,2012-09-24,14.3257,14.6207,14.1879,14.4661,22716319.0
6521,2012-09-25,14.3757,14.5371,13.8307,13.85,18274398.0
6522,2012-09-26,13.6786,13.8196,13.4093,13.5514,20521751.0
6523,2012-09-27,13.5196,14.1582,13.3789,14.1279,21046667.0
6524,2012-09-28,14.0361,14.1204,13.6075,13.62,18953936.0
6525,2012-10-01,13.765,13.9646,13.2414,13.3446,19321086.0
6526,2012-10-02,13.4311,13.5932,13.0325,13.4132,22280413.0
6527,2012-10-03,13.54,13.79,13.4604,13.7754,15027250.0
6528,2012-10-04,13.7682,13.8754,13.5646,13.6093,13144251.0
6529,2012-10-05,13.5521,13.5807,13.055,13.1018,20925361.0
6530,2012-10-08,12.8979,12.9221,12.5132,12.5868,22689941.0
6531,2012-10-09,12.6039,12.6696,12.0646,12.5039,29830301.0
6532,2012-10-10,12.6429,12.83,12.545,12.6846,18149307.0
6533,2012-10-11,12.8843,12.9093,12.2271,12.2271,19425720.0
6534,2012-10-12,12.2793,12.4871,12.1271,12.2846,16345527.0
6535,2012-10-15,12.3789,12.4782,12.0754,12.465,15371571.0
6536,2012-10-16,12.4868,13.02,12.3307,13.0018,19504205.0
6537,2012-10-17,12.9689,13.1089,12.795,12.8168,13855138.0
6538,2012-10-18,12.6375,12.7257,12.295,12.3893,16953029.0
6539,2012-10-19,12.3325,12.3582,11.5671,11.575,26273765.0
6540,2012-10-22,11.6671,12.4871,11.6079,12.4389,19395313.0
6541,2012-10-23,12.3307,12.4343,11.6414,11.7004,25155946.0
6542,2012-10-24,11.9893,12.1718,11.6036,11.8246,19823377.0
6543,2012-10-25,11.9379,12.0093,11.4218,11.5639,20143462.0
6544,2012-10-26,11.5604,11.7236,10.9021,11.3664,36276458.0
6545,2012-10-31,11.0407,11.2936,10.7843,11.0564,18043028.0
6546,2012-11-01,11.16,11.3307,11.0154,11.1,12680892.0
6547,2012-11-02,11.0768,11.1146,10.3218,10.395,21216045.0
6548,2012-11-05,10.6346,10.7868,10.4236,10.6743,18833909.0
6549,2012-11-06,10.8746,10.8929,10.5125,10.6111,13228409.0
6550,2012-11-07,10.3836,10.4089,9.7379,9.8182,28188519.0
6551,2012-11-08,9.9121,9.9693,9.0071,9.095,37540077.0
6552,2012-11-09,9.1904,9.7068,8.9511,9.4275,33137967.0
6553,2012-11-12,9.6807,9.6932,9.1271,9.2764,18527030.0
6554,2012-11-13,9.1364,9.5496,9.0454,9.2786,18714088.0
6555,2012-11-14,9.3718,9.4414,9.0389,9.0639,16918792.0
6556,2012-11-15,9.0871,9.1575,8.5546,8.6618,28112056.0
6557,2012-11-16,8.6468,8.8182,7.9521,8.735,44930252.0
6558,2012-11-19,9.2007,10.1575,9.1711,10.0943,29176652.0
6559,2012-11-20,10.315,11.5504,9.6961,9.9221,22906806.0
6560,2012-11-21,10.0414,10.1529,9.7682,9.9504,13240795.0
6561,2012-11-23,10.1457,10.3182,9.9825,10.3004,9738065.0
6562,2012-11-26,10.4575,10.9611,10.3793,10.9443,22404298.0
6563,2012-11-27,10.945,10.9761,10.6075,10.7746,18955234.0
6564,2012-11-28,10.5064,10.8111,10.3275,10.7089,18519191.0
6565,2012-11-29,10.9686,11.1129,10.7914,10.9382,18268534.0
6566,2012-11-30,10.8464,10.9039,10.6996,10.7925,13436871.0
6567,2012-12-03,11.0914,11.125,10.8004,10.825,12929634.0
6568,2012-12-04,10.6682,10.6682,10.3229,10.4554,19652237.0
6569,2012-12-05,10.2079,10.22,9.1314,9.1321,36819185.0
6570,2012-12-06,8.7804,9.6507,8.4121,9.4339,41823059.0
6571,2012-12-07,9.6539,9.7182,8.8182,8.9343,27988293.0
6572,2012-12-10,8.6396,9.1221,8.5175,8.8118,22362559.0
6573,2012-12-11,9.1671,9.5168,9.0814,9.2246,21037756.0
6574,2012-12-12,9.4529,9.4611,9.0421,9.1396,17343894.0
6575,2012-12-13,8.8593,9.0911,8.6682,8.8071,22160229.0
6576,2012-12-14,8.2736,8.3943,7.9461,8.0964,35798627.0
6577,2012-12-17,8.0657,8.4611,7.7907,8.4193,26869029.0
6578,2012-12-18,8.6396,8.9932,8.47,8.9575,22230362.0
6579,2012-12-19,8.8707,8.9504,8.6575,8.6864,15943141.0
6580,2012-12-20,8.8182,8.8254,8.4211,8.5229,16986997.0
6581,2012-12-21,8.1921,8.4493,8.1125,8.4371,20496211.0
6582,2012-12-24,8.4736,8.6129,8.415,8.4668,6275120.0
6583,2012-12-26,8.4254,8.4418,8.1439,8.2111,10739501.0
6584,2012-12-27,8.2304,8.3271,7.9132,8.2846,16146587.0
6585,2012-12-28,8.1143,8.2639,8.0368,8.0889,12458115.0
6586,2012-12-31,8.1229,9.0111,8.0682,8.8957,23202165.0
6587,2013-01-02,9.6689,9.7111,9.2336,9.4979,19918296.0
6588,2013-01-03,9.4568,9.5207,9.2111,9.25,12457760.0
6589,2013-01-04,9.0668,9.1264,8.6689,8.7111,21116100.0
6590,2013-01-07,8.5325,8.7932,8.2896,8.6004,17237398.0
6591,2013-01-08,8.79,8.8857,8.5057,8.6507,16237608.0
6592,2013-01-09,8.5504,8.6396,8.3179,8.3575,14476472.0
6593,2013-01-10,8.7664,8.7725,8.3011,8.5864,21379755.0
6594,2013-01-11,8.4968,8.6511,8.4261,8.4718,12378489.0
6595,2013-01-14,7.8425,8.0146,7.6936,7.8093,26040750.0
6596,2013-01-15,7.6861,7.7107,7.1532,7.2439,30978767.0
6597,2013-01-16,7.5554,8.0839,7.4789,7.9643,24519615.0
6598,2013-01-17,8.115,8.1307,7.8193,7.8425,16052095.0
6599,2013-01-18,7.6936,7.8261,7.6182,7.7468,16605202.0
6600,2013-01-22,7.9096,8.0282,7.6264,7.9171,16128528.0
6601,2013-01-23,8.0614,8.2821,7.9171,8.2468,22232471.0
6602,2013-01-24,6.3182,6.5229,5.97,5.9789,51888775.0
6603,2013-01-25,6.0214,6.1836,5.4254,5.5996,42653526.0
6604,2013-01-28,5.5261,6.0757,5.4561,5.955,27873491.0
6605,2013-01-29,6.2646,6.3254,6.0368,6.2564,20313194.0
6606,2013-01-30,6.2111,6.4111,6.1218,6.205,14717980.0
6607,2013-01-31,6.2104,6.2925,6.1389,6.1571,11228690.0
6608,2013-02-01,6.2864,6.2996,5.9021,6.0904,19196848.0
6609,2013-02-04,6.1007,6.1732,5.6754,5.6864,16931445.0
6610,2013-02-05,5.7486,6.3089,5.6832,6.2411,20330063.0
6611,2013-02-06,6.1921,6.5504,6.0532,6.2236,21035785.0
6612,2013-02-07,6.5289,6.77,6.2029,6.7064,24922500.0
6613,2013-02-08,6.9129,7.0846,6.7789,6.9479,22529866.0
6614,2013-02-11,7.0021,7.3036,6.8861,7.1246,18170425.0
6615,2013-02-12,7.1096,7.2121,6.6893,6.695,21604505.0
6616,2013-02-13,6.6704,6.9,6.5279,6.6632,16924996.0
6617,2013-02-14,6.5743,6.8286,6.5564,6.6482,12366681.0
6618,2013-02-15,6.7289,6.7757,6.41,6.4186,13892780.0
6619,2013-02-19,6.4521,6.5104,6.1932,6.4125,15487334.0
6620,2013-02-20,6.3304,6.3304,6.0129,6.0146,16889065.0
6621,2013-02-21,5.9129,6.0261,5.7993,5.915,15541637.0
6622,2013-02-22,6.0289,6.1129,5.9343,6.0846,11682732.0
6623,2013-02-25,6.1932,6.2386,5.7904,5.7986,13117898.0
6624,2013-02-26,5.835,6.1107,5.615,6.0189,17822423.0
6625,2013-02-27,5.9996,6.1429,5.7218,5.8618,20905531.0
6626,2013-02-28,5.8432,5.9796,5.7486,5.7486,11116028.0
6627,2013-03-01,5.6271,5.6336,5.3407,5.3582,19544287.0
6628,2013-03-04,5.2629,5.2771,4.9486,4.9861,20562691.0
6629,2013-03-05,5.0371,5.5268,5.0111,5.3821,22548015.0
6630,2013-03-06,5.5025,5.5289,5.1425,5.1864,16363743.0
6631,2013-03-07,5.145,5.4132,5.0221,5.3621,16638398.0
6632,2013-03-08,5.3343,5.5354,5.2918,5.4029,13815814.0
6633,2013-03-11,5.3325,5.6632,5.1679,5.6225,16474783.0
6634,2013-03-12,5.5414,5.6586,5.2546,5.2854,16533808.0
6635,2013-03-13,5.2861,5.5021,5.1757,5.2825,14389219.0
6636,2013-03-14,5.4425,5.5071,5.3575,5.4307,10750828.0
6637,2013-03-15,5.6246,5.8496,5.6004,5.8293,22431493.0
6638,2013-03-18,5.7504,6.3221,5.7414,6.26,21323310.0
6639,2013-03-19,6.395,6.4475,6.0021,6.2161,18718733.0
6640,2013-03-20,6.3207,6.3282,6.0411,6.13,10929598.0
6641,2013-03-21,6.0636,6.3407,6.0593,6.1532,13535977.0
6642,2013-03-22,6.2193,6.4879,6.1668,6.4811,13919378.0
6643,2013-03-25,6.5804,6.7682,6.4764,6.5407,17807602.0
6644,2013-03-26,6.6071,6.6214,6.4318,6.4532,10402131.0
6645,2013-03-27,6.2864,6.2986,6.0818,6.13,11623487.0
6646,2013-03-28,6.0493,6.1204,5.7564,5.7936,15574723.0
6647,2013-04-01,5.7664,5.8304,5.2607,5.3025,13795202.0
6648,2013-04-02,5.2557,5.6321,5.2129,5.3339,18649096.0
6649,2013-04-03,5.3904,5.6014,5.3525,5.4125,12883821.0
6650,2013-04-04,5.4757,5.52,5.1718,5.26,12765029.0
6651,2013-04-05,5.145,5.1611,4.9729,5.0986,13602267.0
6652,2013-04-08,5.1575,5.2521,5.0732,5.2061,10683094.0
6653,2013-04-09,5.2114,5.2879,5.0825,5.2336,10909171.0
6654,2013-04-10,5.2736,5.5936,5.1989,5.5446,13369846.0
6655,2013-04-11,5.4743,5.6268,5.3843,5.4961,11699081.0
6656,2013-04-12,5.4896,5.4896,5.3089,5.3343,8418531.0
6657,2013-04-15,5.2343,5.2661,4.9682,4.9789,11231721.0
6658,2013-04-16,5.0404,5.2204,5.0046,5.2071,10819025.0
6659,2013-04-17,4.9939,5.0057,4.2025,4.37,33630797.0
6660,2013-04-18,4.4482,4.4768,3.9036,3.9861,23672170.0
6661,2013-04-19,3.8404,4.2557,3.7379,3.9318,21630475.0
6662,2013-04-22,4.0071,4.3486,3.9582,4.2225,15271434.0
6663,2013-04-23,4.4125,4.5693,4.2275,4.4889,18496158.0
6664,2013-04-24,4.0393,4.8146,4.0021,4.465,34277609.0
6665,2013-04-25,4.6707,4.7679,4.52,4.5693,13681215.0
6666,2013-04-26,4.6204,4.94,4.5646,4.8843,27217949.0
6667,2013-04-29,5.0004,5.4704,4.9843,5.3457,22768940.0
6668,2013-04-30,5.5236,5.8861,5.4154,5.7979,24506982.0
6669,2013-05-01,5.8579,5.8746,5.4982,5.6732,18049279.0
6670,2013-05-02,5.7621,6.0054,5.7211,5.8957,14999234.0
6671,2013-05-03,6.1025,6.1711,6.0254,6.055,12829211.0
6672,2013-05-06,6.2596,6.4914,6.2096,6.4382,17656752.0
6673,2013-05-07,6.5904,6.6182,6.1879,6.3646,17185826.0
6674,2013-05-08,6.3786,6.6046,6.2632,6.55,16741560.0
6675,2013-05-09,6.515,6.6289,6.3639,6.4064,13928899.0
6676,2013-05-10,6.4493,6.5114,6.1818,6.2707,11899096.0
6677,2013-05-13,6.2186,6.4468,6.2182,6.3339,11260518.0
6678,2013-05-14,6.3021,6.3504,5.8843,5.9454,15839824.0
6679,2013-05-15,5.7775,5.8432,5.1775,5.4093,25683158.0
6680,2013-05-16,5.2089,5.7307,5.0539,5.6136,21493167.0
6681,2013-05-17,5.7736,5.8107,5.4864,5.5668,15239018.0
6682,2013-05-20,5.5186,6.0146,5.4539,5.9121,15936816.0
6683,2013-05-21,5.7414,6.0032,5.6004,5.7954,16242694.0
6684,2013-05-22,5.9521,6.1057,5.7439,5.8557,15745635.0
6685,2013-05-23,5.6629,6.0275,5.6571,5.8839,12537936.0
6686,2013-05-24,5.8379,6.0096,5.8204,5.9914,9710046.0
6687,2013-05-28,6.1611,6.2043,5.8379,5.8586,13663179.0
6688,2013-05-29,5.8075,6.0754,5.7861,5.9843,11760963.0
6689,2013-05-30,6.0093,6.3254,5.9686,6.2211,12552222.0
6690,2013-05-31,6.2539,6.4182,6.1468,6.155,13067676.0
6691,2013-06-03,6.1907,6.2489,5.8961,6.1904,13175665.0
6692,2013-06-04,6.2796,6.3229,6.0714,6.14,10260581.0
6693,2013-06-05,6.0093,6.1904,5.94,5.99,10308490.0
6694,2013-06-06,6.0029,6.0575,5.595,5.7525,14774923.0
6695,2013-06-07,5.6825,5.9232,5.5493,5.8721,14364826.0
6696,2013-06-10,5.9764,6.1314,5.6932,5.7679,15969384.0
6697,2013-06-11,5.6554,5.9061,5.5689,5.7218,10194324.0
6698,2013-06-12,5.7896,5.8521,5.5039,5.5286,9416279.0
6699,2013-06-13,5.5396,5.7054,5.4057,5.6632,10099092.0
6700,2013-06-14,5.6432,5.675,5.3968,5.4521,9348249.0
6701,2013-06-17,5.5018,5.6539,5.4632,5.5218,9189258.0
6702,2013-06-18,5.5061,5.6254,5.4579,5.5136,6877502.0
6703,2013-06-19,5.5004,5.5096,5.2004,5.2004,10345190.0
6704,2013-06-20,5.0682,5.3068,4.9207,4.98,12604898.0
6705,2013-06-21,5.0393,5.0932,4.6682,4.8611,16829170.0
6706,2013-06-24,4.6432,4.6882,4.3093,4.4696,16630294.0
6707,2013-06-25,4.5825,4.6571,4.3371,4.4729,11193057.0
6708,2013-06-26,4.5182,4.55,4.2239,4.31,13088762.0
6709,2013-06-27,4.3521,4.4286,4.1482,4.1568,11734600.0
6710,2013-06-28,4.0704,4.3886,3.9814,4.255,16841623.0
6711,2013-07-01,4.475,4.8171,4.4225,4.7082,13904204.0
6712,2013-07-02,4.7346,5.1514,4.7171,5.0393,16643113.0
6713,2013-07-03,5.1239,5.1996,5.0021,5.1218,8603985.0
6714,2013-07-05,5.1071,5.2107,4.9271,5.0011,9577696.0
6715,2013-07-08,5.0971,5.1289,4.7593,4.9164,10432375.0
6716,2013-07-09,4.8646,5.2182,4.7496,5.1771,12549966.0
6717,2013-07-10,5.0789,5.2646,5.0307,5.1193,9970138.0
6718,2013-07-11,5.1986,5.3879,5.135,5.3532,11600975.0
6719,2013-07-12,5.3664,5.4429,5.215,5.3257,9926730.0
6720,2013-07-15,5.2721,5.5025,5.2646,5.3589,8618095.0
6721,2013-07-16,5.3261,5.4757,5.2421,5.4571,7617346.0
6722,2013-07-17,5.4396,5.5296,5.3868,5.4614,7091064.0
6723,2013-07-18,5.5711,5.6243,5.4721,5.5129,7777683.0
6724,2013-07-19,5.5611,5.5925,5.2486,5.27,9485232.0
6725,2013-07-22,5.4311,5.4414,5.2882,5.3186,7271905.0
6726,2013-07-23,5.3075,5.3418,5.0471,5.0571,9407814.0
6727,2013-07-24,5.7693,5.9714,5.6382,5.8257,21050187.0
6728,2013-07-25,5.8325,5.8575,5.6579,5.7539,8178860.0
6729,2013-07-26,5.6396,5.8446,5.6054,5.8429,7115630.0
6730,2013-07-29,5.8361,6.1643,5.8146,6.0857,8814022.0
6731,2013-07-30,6.1632,6.42,6.1371,6.2832,11010899.0
6732,2013-07-31,6.3429,6.4268,6.1443,6.255,11488900.0
6733,2013-08-01,6.37,6.4075,6.2811,6.4029,7294178.0
6734,2013-08-02,6.4507,6.6236,6.4025,6.6125,9695154.0
6735,2013-08-05,6.6893,6.9029,6.5986,6.8593,11307912.0
6736,2013-08-06,6.8082,6.9464,6.5993,6.7093,11809093.0
6737,2013-08-07,6.6575,6.7718,6.585,6.6996,10635261.0
6738,2013-08-08,6.7682,6.7771,6.5575,6.6668,9112579.0
6739,2013-08-09,6.5821,6.6471,6.4039,6.4325,9451904.0
6740,2013-08-12,6.5186,6.9396,6.5104,6.8936,12941550.0
6741,2013-08-13,7.0214,7.8686,6.9182,7.6868,31220429.0
6742,2013-08-14,7.9836,8.2111,7.8236,8.0057,26793605.0
6743,2013-08-15,7.9314,8.1446,7.6693,7.9846,17274963.0
6744,2013-08-16,8.0646,8.1643,8.0186,8.1425,12129344.0
6745,2013-08-19,8.2143,8.55,8.2021,8.3357,18128174.0
6746,2013-08-20,8.4061,8.4368,8.0886,8.0975,12718777.0
6747,2013-08-21,8.1875,8.3146,8.1021,8.1436,11815580.0
6748,2013-08-22,8.2371,8.2589,7.995,8.165,8669317.0
6749,2013-08-23,8.1761,8.1789,8.0361,8.0957,7878271.0
6750,2013-08-26,8.0861,8.4236,8.0771,8.1654,11748281.0
6751,2013-08-27,7.9879,8.1489,7.57,7.6518,15068218.0
6752,2013-08-28,7.5593,7.9093,7.5593,7.7339,10861444.0
6753,2013-08-29,7.7611,7.9343,7.7425,7.7629,8454973.0
6754,2013-08-30,7.7736,7.8075,7.5771,7.6025,9537385.0
6755,2013-09-03,7.8129,8.0807,7.6075,7.6514,11824824.0
6756,2013-09-04,8.0436,8.1393,7.9264,8.0125,12236672.0
6757,2013-09-05,8.0682,8.0836,7.8321,7.8904,8348169.0
6758,2013-09-06,8.0036,8.0371,7.7004,7.9957,12497319.0
6759,2013-09-09,8.2379,8.3421,8.1836,8.2796,12004896.0
6760,2013-09-10,8.2807,8.3254,7.6843,7.8679,26314428.0
6761,2013-09-11,6.8811,7.1196,6.8025,6.9061,31712886.0
6762,2013-09-12,6.9343,7.1807,6.8454,7.0839,14366516.0
6763,2013-09-13,6.9643,7.0529,6.7986,6.8057,10552171.0
6764,2013-09-16,6.6664,6.6882,6.1743,6.2779,19424286.0
6765,2013-09-17,6.2007,6.6204,6.1843,6.4636,14217192.0
6766,2013-09-18,6.7443,6.8575,6.6543,6.7979,16182035.0
6767,2013-09-19,7.0129,7.1961,6.9611,7.07,14321462.0
6768,2013-09-20,7.2736,7.2932,6.845,6.8954,21014197.0
6769,2013-09-23,7.92,7.9489,7.4379,7.725,27096208.0
6770,2013-09-24,7.8764,7.8975,7.6243,7.67,12901860.0
6771,2013-09-25,7.6736,7.6893,7.3961,7.3996,11240103.0
6772,2013-09-26,7.5593,7.6507,7.4843,7.5671,8300802.0
6773,2013-09-27,7.48,7.5118,7.3707,7.4432,8073543.0
6774,2013-09-30,7.2468,7.4043,7.1454,7.2289,9147113.0
6775,2013-10-01,7.2896,7.6714,7.2871,7.6293,12000740.0
6776,2013-10-02,7.5461,7.7664,7.4789,7.6864,10218213.0
6777,2013-10-03,7.7204,7.7861,7.3711,7.4668,10476127.0
6778,2013-10-04,7.4829,7.5093,7.295,7.4532,9201717.0
6779,2013-10-07,7.5793,7.7968,7.5361,7.6218,11086670.0
